name,id,nametype,recclass,mass,fall,year,reclat,reclong,log_mass
Pecora Escarpment 02027,18209,Valid,LL5,98.44,Found,2002.0,-85.63333,-68.7,1.9931716094425334
Queen Alexandra Range 99654,22100,Valid,LL5,5.1,Found,1999.0,-84.0,168.0,0.7075702612537088
Queen Alexandra Range 99129,21581,Valid,LL5,20.5,Found,1999.0,-84.0,168.0,1.3117538822408505
Northwest Africa 6688,53599,Valid,LL5,114.6,Found,2010.0,0.0,0.0,2.0591846214210263
Yamato 86241,29747,Valid,H4,1.6,Found,1986.0,-71.5,35.66667,0.20412025408989115
Pecora Escarpment 91025,18316,Valid,H5,711.0,Found,1991.0,-85.68969,-68.57879,2.851869601340588
Yamato 793592,28941,Valid,Aubrite,31.99,Found,1979.0,-71.5,35.66667,1.505014253660052
Asuka 880628,3337,Valid,H4,10.63,Found,1988.0,-72.0,26.0,1.0265333053788435
Yamato 8454,29501,Valid,H3.5,13.13,Found,1984.0,-71.5,35.66667,1.118264759165981
Larkman Nunatak 06257,49547,Valid,LL6,1721.4,Found,2006.0,0.0,0.0,3.2358817988819335
Elephant Moraine 90640,9049,Valid,L5,9.7,Found,1990.0,-76.27195,156.41295,0.9867717790388695
Sayh al Uhaymir 208,23381,Valid,H4,48.65,Found,2003.0,20.29502,56.50755,1.687082853531287
Yamato 981809,38431,Valid,L6,16.24,Found,1998.0,0.0,0.0,1.2105860516474267
Allan Hills A77278,1588,Valid,LL3.7,312.9,Found,1977.0,-76.71667,159.66667,2.495405564534159
Meteorite Hills 01044,16277,Valid,LL6,127.9,Found,2001.0,-79.68333,159.75,2.1068705478742324
Northwest Africa 4621,45565,Valid,L6,251.0,Found,2006.0,0.0,0.0,2.3996737232112952
Elephant Moraine 96166,9758,Valid,L6,3.9,Found,1996.0,-76.18333,157.16667,0.5910647183840444
Yamato 983430,40052,Valid,H/L5,3.24,Found,1998.0,0.0,0.0,0.5105451442480983
Yamato 792127,27476,Valid,H4,10.06,Found,1979.0,-71.5,35.66667,1.002598023890332
Queen Alexandra Range 93495,19583,Valid,H5,15.1,Found,1993.0,-84.0,168.0,1.1789769760543924
Dhofar 1594,52600,Valid,H6-melt breccia,176.0,Found,2004.0,18.9895,54.43417,2.245512670281732
Dhofar 428,7205,Valid,H/L5,526.0,Found,2001.0,18.7899,54.48852,2.720985744979394
Allan Hills A77237,1548,Valid,H5,4.1,Found,1977.0,-76.71667,159.66667,0.612783962645206
Yamato 791056,26405,Valid,H6,38.28,Found,1979.0,-71.5,35.66667,1.5829719404500118
Meteorite Hills 96500,16559,Valid,Howardite,592.9,Found,1996.0,-79.68333,159.75,2.7729814510774555
Asuka 87231,2588,Valid,H6,28.53,Found,1987.0,-72.0,26.0,1.4553017868794553
Salar de Imilac,23106,Valid,H5,1005.0,Found,2000.0,-24.20333,-68.805,3.0021660621886417
Elephant Moraine 96305,9896,Valid,L6,17.0,Found,1996.0,-76.18333,157.16667,1.2304489469250075
Tuxtuac,24086,Valid,LL5,30000.0,Fell,1975.0,21.66667,-103.36667,4.477121254734139
Northwest Africa 6990,54667,Valid,LL7,395.0,Found,2011.0,0.0,0.0,2.5965970967259397
Asuka 880785,3494,Valid,Diogenite,52.73,Found,1988.0,-72.0,26.0,1.7220577795676575
Pecora Escarpment 91132,18423,Valid,L6,215.0,Found,1991.0,-85.68404,-68.87777,2.33243846193558
Jiddat al Harasis 472,48623,Valid,L6,140.569,Found,2007.0,19.83555,56.44693,2.147889558386744
Yamato 791800,27149,Valid,H4,12.17,Found,1979.0,-71.5,35.66667,1.0852906139157235
Miller Range 03346,16651,Valid,Martian (nakhlite),715.2,Found,2003.0,-83.25,157.0,2.8544275063950963
Graves Nunataks 98020,11012,Valid,L5,200.9,Found,1998.0,-86.71667,-141.5,2.302979938909994
Elephant Moraine 90748,9157,Valid,L6,17.8,Found,1990.0,-76.28653,156.44095,1.2504200267074597
MacAlpine Hills 88124,15288,Valid,H4,201.1,Found,1988.0,-84.21667,160.5,2.3034120727563367
Asuka 880903,3612,Valid,H4,13.24,Found,1988.0,-72.0,26.0,1.1218880179053778
Allan Hills 88101,1145,Valid,H5-6,8.16,Found,1988.0,-76.71667,159.33333,0.9116902119762208
Lewis Cliff 86542,13470,Valid,L5,25.0,Found,1986.0,-84.24333,161.43806,1.3979400260438166
MacAlpine Hills 02757,15050,Valid,H5,1.1,Found,2002.0,-84.21667,160.5,0.04139307997121095
Jiddat al Harasis 075,30729,Valid,H5,107.6,Found,2004.0,19.24633,55.03983,2.0318122753665646
Hammadah al Hamra 203,11686,Valid,L6,740.0,Found,1997.0,28.44117,12.9795,2.8692317203178606
Dhofar 1514,53878,Valid,R3.6,1749.0,Found,2008.0,18.33861,54.38944,3.242789809726987
Yamato 86341,29847,Valid,H4,5.99,Found,1986.0,-71.5,35.66667,0.7774268948925578
Elephant Moraine 90213,8622,Valid,L6,60.5,Found,1990.0,-76.28324,156.51228,1.78175538183089
Tanezrouft 052,23853,Valid,H4,737.0,Found,1992.0,25.26306,-0.18889,2.867467488448325
Jiddat al Harasis 344,45868,Valid,H4,497.4,Found,2006.0,19.69992,56.58197,2.6967057818070463
Northwest Africa 2587,33108,Valid,L6,26.2,Found,2004.0,0.0,0.0,1.4183013078958704
Allan Hills 90406,1249,Valid,H5,6.8,Found,1990.0,-76.9512,156.93593,0.8325089765730671
Lewis Cliff 86074,13013,Valid,H5,19.3,Found,1986.0,-84.2738,161.69275,1.285557331510078
Acfer 150,159,Valid,H5,251.0,Found,1990.0,27.56667,3.81667,2.3996737232112952
Yamato 81130,29191,Valid,H5,0.72,Found,1981.0,-71.5,35.66667,-0.14266690038236998
Sayh al Uhaymir 128,23320,Valid,H6,82.0,Found,2002.0,20.99833,57.315,1.9138138576799908
Yamato 981223,37845,Valid,H4,25.82,Found,1998.0,0.0,0.0,1.4119562547504818
New Lynn,16956,Valid,L6,800.0,Found,1986.0,33.17,-101.63833,2.9030899875348117
Grove Mountains 024007,50202,Valid,L5,0.8,Found,2003.0,-72.9925,75.25222,-0.09690947014029329
Dar al Gani 689,6236,Valid,H4-5,200.0,Found,1999.0,27.28333,16.1,2.3010299978354536
Queen Alexandra Range 94357,19991,Valid,L5,11.8,Found,1994.0,-84.0,168.0,1.0718820441107408
Yamato 982258,38880,Valid,H4,4.09,Found,1998.0,0.0,0.0,0.6117234141917988
Northwest Africa 7322,55624,Valid,H4,109.0,Found,2012.0,0.0,0.0,2.0374265019249767
Yamato 86472,29978,Valid,H4,1.83,Found,1986.0,-71.5,35.66667,0.26245132704975366
Grove Mountains 050013,48144,Valid,L6,1.13,Found,2006.0,-73.113611,75.161389,0.0530788278146495
Yamato 981278,37900,Valid,L3,146.41,Found,1998.0,0.0,0.0,2.16557074359919
Grove Mountains 051643,48209,Valid,L5,31.07,Found,2006.0,-72.994167,75.205278,1.4923412672329106
Asuka 881838,4547,Valid,Diogenite,80.36,Found,1988.0,-72.0,26.0,1.905039933480573
Yamato 792703,28052,Valid,H4,4.82,Found,1979.0,-71.5,35.66667,0.6830471283414299
Yamato 790675,26024,Valid,LL,2.01,Found,1979.0,-71.5,35.66667,0.3031962734873415
Northwest Africa 6454,52860,Valid,L-melt rock,300.0,Found,2005.0,0.0,0.0,2.477121256167311
MacAlpine Hills 02524,14832,Valid,H6,2.38,Found,2002.0,-84.21667,160.5,0.3765771395331467
Shişr 025,23560,Valid,L6,7293.48,Found,1998.0,18.1074,53.8319,3.8629347964405216
Yamato 86429,29935,Valid,H4,2.45,Found,1986.0,-71.5,35.66667,0.3891662616275502
Buckley Island 10933,56776,Valid,CR2,486.0,Found,2010.0,0.0,0.0,2.6866362701559034
Miller Range 07133,51189,Valid,H6,95.4,Found,2007.0,0.0,0.0,1.979548379256448
Dominion Range 08414,52152,Valid,H6,42.0,Found,2008.0,0.0,0.0,1.6232493007382451
Grove Mountains 051820,48233,Valid,L6,1.76,Found,2006.0,-72.981389,75.263889,0.24551291457230806
Dar al Gani 006,5522,Valid,CO3,3130.0,Found,1995.0,27.16983,15.9255,3.495544337685201
Graves Nunataks 98026,11018,Valid,Eucrite-br,68.4,Found,1998.0,-86.71667,-141.5,1.8350561080694507
Dominion Range 08106,53935,Valid,LL6,16.2,Found,2008.0,0.0,0.0,1.2095150413509315
Asuka 87268,2625,Valid,H6,10.24,Found,1987.0,-72.0,26.0,1.0102999990513803
Yamato 792812,28161,Valid,H4,5.13,Found,1979.0,-71.5,35.66667,0.7101174497696018
Yamato 983775,40397,Valid,H5,6.97,Found,1998.0,0.0,0.0,0.8432328404071128
Yamato 791494,26843,Valid,L5,20.88,Found,1979.0,-71.5,35.66667,1.3197305151297682
Allan Hills 84036,638,Valid,CM2,2.8,Found,1984.0,-76.89532,156.83534,0.4471581864473636
Larkman Nunatak 06478,49622,Valid,H5,4.3,Found,2006.0,0.0,0.0,0.6334685565782915
Northwest Africa 7682,57136,Valid,Eucrite,73.0,Found,2012.0,0.0,0.0,1.8633228660696952
Queen Alexandra Range 94276,19912,Valid,L5,4.0,Found,1994.0,-84.0,168.0,0.6020600999015693
Grove Mountains 053389,50523,Valid,L6 ,2.42,Found,2006.0,-72.77944,75.29861,0.3838155454409239
Yamato 790223,25572,Valid,H5,2.38,Found,1979.0,-71.5,35.66667,0.3765771395331467
LaPaz Icefield 02313,12580,Valid,LL6,4.9,Found,2002.0,-86.36667,-70.0,0.6901961686600315
Allan Hills 88037,1081,Valid,H5,25.2,Found,1988.0,-76.7248,159.35382,1.4014005580154518
Grove Mountains 022235,47926,Valid,L6,5.92,Found,2003.0,-72.778611,75.315278,0.772321780083468
Grove Mountains 020570,49783,Valid,H4 ,14.24,Found,2003.0,-72.98361,75.25111,1.1535100197990444
Elephant Moraine 96215,9806,Valid,L6,15.6,Found,1996.0,-76.18333,157.16667,1.1931246261938506
Dar al Gani 947,6487,Valid,LL6,436.0,Found,2000.0,27.44683,16.31933,2.6394864902646744
Yamato 790702,26051,Valid,LL,1.63,Found,1979.0,-71.5,35.66667,0.21218787084220847
Yamato 793568,28917,Valid,H6,3.43,Found,1979.0,-71.5,35.66667,0.5352942466592191
Sayh al Uhaymir 464,51663,Valid,LL5,210.3,Found,2008.0,20.02557,56.55827,2.32283927475144
Allan Hills 88044,1088,Valid,L3.4,21.0,Found,1988.0,-76.68656,159.34901,1.3222193154146085
Frontier Mountain 93015,10646,Valid,L6,1.84,Found,1993.0,-72.95083,160.45278,0.26481805903908207
Sayh al Uhaymir 137,23329,Valid,L6,8.07,Found,2001.0,21.07128,57.10175,0.9068735885379879
Northwest Africa 6544,52921,Valid,H4,34.75,Found,2006.0,0.0,0.0,1.5409548214238153
Queen Alexandra Range 93669,19756,Valid,L6,1.1,Found,1993.0,-84.0,168.0,0.04139307997121095
Yamato 790684,26033,Valid,LL,2.47,Found,1979.0,-71.5,35.66667,0.39269712908735566
Miller Range 090028,55814,Valid,LL5,458.7,Found,2009.0,0.0,0.0,2.6615287410787767
Queen Alexandra Range 99614,22060,Valid,LL5,31.2,Found,1999.0,-84.0,168.0,1.4941546079381376
Frontier Mountain 01120,10303,Valid,H3,0.5,Found,2001.0,-72.99194,160.40028,-0.30102912707588597
Northwest Africa 6578,52973,Valid,Lunar (feldsp. breccia),1638.0,Found,2010.0,0.0,0.0,3.2143138976895367
Miller Range 090619,55994,Valid,LL6,51.6,Found,2009.0,0.0,0.0,1.712649710043771
Elephant Moraine 90867,9276,Valid,L6,7.9,Found,1990.0,-76.2699,156.50559,0.897627146264423
Dhofar 1476,55720,Valid,H3,28.9,Found,2008.0,18.98865,54.40313,1.4608978577840384
Lewis Cliff 86373,13304,Valid,H5,30.1,Found,1986.0,-84.29212,161.33398,1.4785665100222314
Frontier Mountain 95020,10705,Valid,H5,2.2,Found,1995.0,-72.98917,160.40861,0.3424228782287441
San Juan 012,48689,Valid,H5,66.79,Found,2007.0,-25.443167,-69.8955,1.8247114499671222
Dhofar 1418,35506,Valid,L~6,78.44,Found,2001.0,19.13882,54.87985,1.894537590532392
Queen Alexandra Range 99865,22309,Valid,LL5,33.0,Found,1999.0,-84.0,168.0,1.518513953038326
Dominion Range 10499,56878,Valid,LL6,34.3,Found,2010.0,0.0,0.0,1.535294132704417
Yamato 790609,25958,Valid,LL,7.66,Found,1979.0,-71.5,35.66667,0.8842288263290079
Queen Alexandra Range 94636,20267,Valid,L5,8.1,Found,1994.0,-84.0,168.0,0.9084850724952491
Frontier Mountain 90243,10631,Valid,H6,4.93,Found,1990.0,-72.95547,160.44056,0.6928470073694081
Elephant Moraine 96263,9854,Valid,H5,8.6,Found,1996.0,-76.18333,157.16667,0.934498501742923
Elephant Moraine 87787,8337,Valid,H5,20.8,Found,1987.0,-76.18333,157.16667,1.3180633558423034
Elephant Moraine 96072,9666,Valid,H6,1.4,Found,1996.0,-76.18333,157.16667,0.1461283458884714
Northwest Africa 7238,55320,Valid,L4,124.0,Found,2011.0,0.0,0.0,2.09342168866461
Pecora Escarpment 02033,18215,Valid,L5,34.59,Found,2002.0,-85.63333,-68.7,1.5389505745698537
Grove Mountains 052156,46474,Valid,L6,4.27,Found,2006.0,-72.77194,75.34472,0.6304279767333215
Pecora Escarpment 91286,18577,Valid,L5,41.1,Found,1991.0,-85.69035,-68.94305,1.6138418324428447
Grove Mountains 023224,48092,Valid,L6,0.65,Found,2003.0,-72.773333,75.338611,-0.18708597521230158
Northwest Africa 6912,53857,Valid,Eucrite-pmict,27.55,Found,2011.0,0.0,0.0,1.4401216189516686
Lewis Cliff 86075,13014,Valid,L6,4.5,Found,1986.0,-84.27374,161.6907,0.6532126102852178
Dhofar 1076,6883,Valid,H3-5,243.0,Found,2001.0,18.73805,54.19367,2.3856062753855323
Queen Alexandra Range 97617,21073,Valid,LL5,2.3,Found,1997.0,-84.0,168.0,0.3617280248412396
Elephant Moraine 90191,8600,Valid,L6,11.0,Found,1990.0,-76.27628,156.49863,1.0413927246395398
Grove Mountains 052505,48333,Valid,L5,2.49,Found,2006.0,-72.779722,75.304722,0.39619952151115595
Asuka 880774,3483,Valid,L3.7,12.21,Found,1988.0,-72.0,26.0,1.0867156995136347
Yamato 791022,26371,Valid,L6,223.38,Found,1979.0,-71.5,35.66667,2.349044288546232
Grove Mountains 054063,48496,Valid,H5,1.61,Found,2006.0,-72.785,75.283333,0.20682614577989133
Acfer 263,271,Valid,L6,438.0,Found,1991.0,27.69111,4.3375,2.6414741114956395
Yamato 792953,28302,Valid,H6,3.32,Found,1979.0,-71.5,35.66667,0.5211382145156075
Grove Mountains 023895,50200,Valid,L6,0.46,Found,2003.0,-72.98361,75.2475,-0.3372412242010132
Lewis Cliff 88689,14426,Valid,H5,20.4,Found,1988.0,-84.27222,161.40483,1.3096301887148434
Dhofar 168,6953,Valid,LL3/4,1452.0,Found,2000.0,19.04056,54.58167,3.1619666166631757
El Médano 176,57324,Valid,L6,64.0,Found,2011.0,-24.85,-70.53333,1.8061799807697383
Elephant Moraine 83209,7851,Valid,L6,520.0,Found,1983.0,-76.32611,157.17806,2.7160033444699807
Elephant Moraine 83365,8001,Valid,L6,157.6,Found,1983.0,-76.31444,157.26611,2.1975562159092124
Grove Mountains 052988,50486,Valid,H5,18.57,Found,2006.0,-72.77778,75.31028,1.2688119271266662
Queen Alexandra Range 97195,20653,Valid,LL5,4.6,Found,1997.0,-84.0,168.0,0.6627579260934077
LaPaz Icefield 02250,12517,Valid,LL5,94.3,Found,2002.0,-86.36667,-70.0,1.974511697342784
Allan Hills 84068,670,Valid,H5,1114.1,Found,1984.0,-76.92766,156.94055,3.046924174619851
Pecora Escarpment 91489,18780,Valid,H5,19.0,Found,1991.0,-85.61578,-68.58282,1.2787536238104327
Pecora Escarpment 91190,18481,Valid,H5,6.5,Found,1991.0,-85.67932,-68.60506,0.812913423457386
Queen Alexandra Range 99143,21595,Valid,LL5,1.57,Found,1999.0,-84.0,168.0,0.19589992902983475
Asuka 880605,3314,Valid,H6,79.2,Found,1988.0,-72.0,26.0,1.8987251870730097
Meteorite Hills 00593,15827,Valid,LL5,53.83,Found,2000.0,-79.68333,155.75,1.731024387883577
Acfer 210,218,Valid,H3.7,720.0,Found,1991.0,27.49722,3.87028,2.8573324970344554
Yamato 984111,40731,Valid,EH3,6.06,Found,1998.0,0.0,0.0,0.7824726958320364
Yamato 86364,29870,Valid,H4,5.17,Found,1986.0,-71.5,35.66667,0.7134906270967355
Northwest Africa 7740,56762,Valid,H4,32.0,Found,2012.0,0.0,0.0,1.5051499918916083
Yamato 793550,28899,Valid,Howardite,6.05,Found,1979.0,-71.5,35.66667,0.7817554464366748
MacAlpine Hills 88114,15278,Valid,H5,844.4,Found,1988.0,-84.21667,160.5,2.9265482251499417
Elephant Moraine 90484,8893,Valid,L6,93.6,Found,1990.0,-76.27389,156.50221,1.9712758533780035
Grove Mountains 022984,48058,Valid,H6,0.56,Found,2003.0,-72.773889,75.3225,-0.2518111974686314
Yamato 791584,26933,Valid,L6,2.52,Found,1979.0,-71.5,35.66667,0.40140071312059006
Meteorite Hills 00759,15993,Valid,LL5,8.3,Found,2000.0,-79.68333,155.75,0.9190781447007071
Queen Alexandra Range 97795,21250,Valid,LL5,30.6,Found,1997.0,-84.0,168.0,1.4857214406742099
Meteorite Hills 00649,15883,Valid,LL6,20.58,Found,2000.0,-79.68333,155.75,1.3134453915291582
Allan Hills 85130,995,Valid,H6,99.7,Found,1985.0,-76.82138,156.03642,1.9986951626676686
Queen Alexandra Range 94485,20117,Valid,L5,3.3,Found,1994.0,-84.0,168.0,0.518514071482256
Queen Alexandra Range 93010,19099,Valid,H5,6214.9,Found,1993.0,-84.63092,162.50513,3.7934341451476903
Lahmada 002,12415,Valid,L6,360.1,Found,1999.0,27.16667,-9.5,2.556423122577324
Elephant Moraine 92098,9500,Valid,L6,1.1,Found,1992.0,-76.0381,156.1155,0.04139307997121095
Queen Alexandra Range 93030,19119,Valid,H3.6,896.9,Found,1993.0,-84.6278,162.00223,2.9527440244991157
Grove Mountains 053423,50526,Valid,H5,1.31,Found,2006.0,-72.79357,75.2846,0.11727162717814298
Biduna Blowhole 001,52648,Valid,L4,103.4,Found,2009.0,-31.01667,131.31667,2.014520542958064
Northwest Africa 6654,53561,Valid,L4,200.0,Found,2011.0,0.0,0.0,2.3010299978354536
Allan Hills A78114,1729,Valid,L6,808.1,Found,1978.0,-76.71667,159.66667,2.907465107303283
Elephant Moraine 90377,8786,Valid,L6,55.5,Found,1990.0,-76.26756,156.43022,1.744292990947802
Monticello,16728,Valid,Howardite,210.0,Found,1982.0,36.95,-84.9,2.3222192968019884
Yamato 791446,26795,Valid,H4,17.6,Found,1979.0,-71.5,35.66667,1.245512692489972
Meteorite Hills 00406,15641,Valid,"Iron, IIIAB",16.1,Found,2000.0,-79.68333,155.75,1.2068259030066615
Queen Alexandra Range 02174,18987,Valid,H5,5.88,Found,2002.0,-84.0,168.0,0.769377399935738
Allan Hills 84066,668,Valid,L6,355.8,Found,1984.0,-76.72597,158.64803,2.5512059449685203
Asuka 880938,3647,Valid,L3.5,388.82,Found,1988.0,-72.0,26.0,2.5897485970477434
Nainital,16897,Valid,L,5000.0,Found,1980.0,29.36667,79.43333,3.6989700044228777
Jiddat al Harasis 117,34029,Valid,H~5,10.8,Found,2004.0,19.64607,55.76125,1.0334237956994
Northwest Africa 6720,53642,Valid,CM2,6.5,Found,2011.0,0.0,0.0,0.812913423457386
Yamato 81073,29134,Valid,L4,0.76,Found,1981.0,-71.5,35.66667,-0.11918583627947682
Allan Hills A81162,2122,Valid,L3.2,59.4,Found,1981.0,-76.69139,159.29,1.7737864522925484
Dominion Range 08156,53975,Valid,LL6,14.4,Found,2008.0,0.0,0.0,1.1583625222545877
Forrest 024,10147,Valid,LL6,16.23,Found,1992.0,-30.758,127.94783,1.2103185465849793
LaPaz Icefield 10132,56995,Valid,LL5,519.0,Found,2010.0,0.0,0.0,2.7151673586852487
Yamato 82056,29250,Valid,L3.6,913.79,Found,1982.0,-71.5,35.66667,2.960846401548223
Elephant Moraine 87641,8191,Valid,L6,18.5,Found,1987.0,-76.28339,156.44065,1.2671717518783905
Allan Hills 97110,1298,Valid,H5,3.6,Found,1997.0,-76.71667,159.66667,0.5563026214046267
Frontier Mountain 93018,10649,Valid,L5,1.05,Found,1993.0,-72.98167,160.43778,0.021189712683533386
Grove Mountains 050252,50239,Valid,L5,1.8,Found,2006.0,-72.98389,75.2466,0.25527274637795117
Graves Nunataks 98182,11172,Valid,H6,63.5,Found,1998.0,-86.71667,-141.5,1.802773732131259
Grove Mountains 020236,30691,Valid,H5,72.9,Found,2003.0,-72.98306,75.22917,1.8627275342753749
Sayh al Uhaymir 079,23271,Valid,H4,333.0,Found,2000.0,21.05183,57.26967,2.5224442348105076
MacAlpine Hills 02693,14990,Valid,H5,0.16,Found,2002.0,-84.21667,160.5,-0.7958773030120456
Sayh al Uhaymir 239,23412,Valid,L4,2094.8,Found,2003.0,20.55683,56.8474,3.3211425654367686
Yamato 791799,27148,Valid,H4,1.08,Found,1979.0,-71.5,35.66667,0.03342415761128381
Yamato 791657,27006,Valid,L3,1.53,Found,1979.0,-71.5,35.66667,0.18469171467010856
Yamato 790349,25698,Valid,H6,3.42,Found,1979.0,-71.5,35.66667,0.5340262330428072
Northwest Africa 4590,44983,Valid,Angrite,212.8,Found,2006.0,30.31708,-4.94288,2.327971625663868
Graves Nunataks 98021,11013,Valid,H5,81.3,Found,1998.0,-86.71667,-141.5,1.9100905509359436
Queen Alexandra Range 99797,22243,Valid,L5,1.12,Found,1999.0,-84.0,168.0,0.049218410432938786
Miller Range 99323,16679,Valid,L5,109.0,Found,1999.0,-83.25,157.0,2.0374265019249767
Pecora Escarpment 91142,18433,Valid,L5,4.3,Found,1991.0,-85.67881,-69.06762,0.6334685565782915
Queen Alexandra Range 94363,19996,Valid,H6,1.8,Found,1994.0,-84.0,168.0,0.25527274637795117
Yamato 74201,24579,Valid,H5,5.0,Found,1974.0,-71.5,35.66667,0.6989700911949065
Asuka 87035,2392,Valid,L4,85.94,Found,1987.0,-72.0,26.0,1.934195354401346
Asuka 880865,3574,Valid,H4,25.41,Found,1988.0,-72.0,26.0,1.405004682141848
Northwest Africa 6475,52835,Valid,Eucrite-pmict,602.0,Found,2010.0,0.0,0.0,2.7795964919792437
Dar al Gani 535,6083,Valid,CV3,19.0,Found,1997.0,27.20017,16.35017,1.2787536238104327
Miller Range 090624,55071,Valid,L6,35.0,Found,2009.0,0.0,0.0,1.5440680567586893
Dhofar 496,7257,Valid,L4,354.0,Found,2000.0,18.155,54.11167,2.5490032632526085
Northwest Africa 036,17046,Valid,H5/6,163.0,Found,1999.0,27.16667,-9.5,2.212187607068341
Allan Hills A81158,2118,Valid,H5,2.4,Found,1981.0,-76.68806,159.38,0.38021142266760244
Northwest Africa 4639,45581,Valid,LL4-6,52.5,Found,2006.0,0.0,0.0,1.7201593116782325
Queen Alexandra Range 93687,19774,Valid,L6,11.7,Found,1993.0,-84.0,168.0,1.0681858988653465
United Arab Emirates 009,51032,Valid,H6,15.0,Found,2009.0,22.79317,55.09667,1.1760912880086458
Dhofar 082,6781,Valid,H6,90.0,Found,1999.0,19.20517,54.55767,1.954242514264819
Asuka 881809,4518,Valid,LL3,182.13,Found,1988.0,-72.0,26.0,2.2603814899771413
Pecora Escarpment 91150,18441,Valid,L6,18.9,Found,1991.0,-85.67317,-68.67519,1.2764618271517876
Yamato 86144,29650,Valid,H4,2.62,Found,1986.0,-71.5,35.66667,0.4183014570809665
Yamato 983014,39636,Valid,H5,31.66,Found,1998.0,0.0,0.0,1.5005109242437875
Northwest Africa 7182,54860,Valid,Martian (shergottite),17.0,Found,2011.0,0.0,0.0,1.2304489469250075
Sayh al Uhaymir 316,34543,Valid,L4,10.0,Found,2004.0,21.005,57.31167,1.000000043429446
Elephant Moraine 83311,7951,Valid,CK5,15.3,Found,1983.0,-76.27472,157.19694,1.1846914592028581
Allan Hills 88097,1141,Valid,H6,8.33,Found,1988.0,-76.71667,159.33333,0.9206450535429768
Yamato 81047,29108,Valid,H4,3.24,Found,1981.0,-71.5,35.66667,0.5105451442480983
Northwest Africa 6203,51736,Valid,"Iron, IAB-MG",35400.0,Found,2008.0,30.51667,-4.3,4.549003262038056
Yamato 75102,25143,Valid,L4/5,11000.0,Found,1975.0,-71.5,35.66667,4.041392685197707
Allan Hills A81215,2175,Valid,H5,11.2,Found,1981.0,-76.71556,159.28917,1.0492180614464728
Frontier Mountain 03076,30632,Valid,H4,24.27,Found,2003.0,-72.95397,160.48642,1.3850697942262271
Dominion Range 08383,54114,Valid,H6,2.1,Found,2008.0,0.0,0.0,0.32221950154076623
Ksar Ghilane 009,54560,Valid,H6,173.0,Found,2011.0,32.76277,9.86542,2.2380461056391683
Grove Mountains 020574,49785,Valid,L6,13.11,Found,2003.0,-72.98417,75.24694,1.1176027248170457
Grove Mountains 022796,48021,Valid,H4,1.6,Found,2003.0,-72.775556,75.338611,0.20412025408989115
Queen Alexandra Range 99662,22108,Valid,LL5,12.8,Found,1999.0,-84.0,168.0,1.1072100035771235
Jiddat al Harasis 417,48568,Valid,H4-5,36.132,Found,2007.0,19.78495,56.42195,1.5578920135800474
Queen Alexandra Range 97351,20809,Valid,LL5,47.5,Found,1997.0,-84.0,168.0,1.6766936187679082
Asuka 881475,4184,Valid,EH5,70.13,Found,1988.0,-72.0,26.0,1.8459038450914886
Loongana 001,14699,Valid,C4-ung,179.0,Found,1990.0,-30.6,127.16667,2.252853033406119
Queen Alexandra Range 94415,20048,Valid,L5,80.5,Found,1994.0,-84.0,168.0,1.905795885762831
Yamato 81001,29062,Valid,Diogenite,2.54,Found,1981.0,-71.83333,35.5,0.4048338876019839
Grove Mountains 020809,47796,Valid,L5,2.19,Found,2003.0,-72.983333,75.249444,0.3404443131480557
Sayh al Uhaymir 284,34007,Valid,H~4,253.9,Found,2004.0,21.11363,56.81103,2.4046627025842167
Yamato 983224,39846,Valid,H5,53.06,Found,1998.0,0.0,0.0,1.7247672538312797
Yamato 793490,28839,Valid,L6,1.79,Found,1979.0,-71.5,35.66667,0.252853273602441
Elephant Moraine 96273,9864,Valid,L6,147.2,Found,1996.0,-76.18333,157.16667,2.1679078129518503
Northwest Africa 042,17052,Valid,H5,80.0,Found,1999.0,27.16667,-9.5,1.9030899924206246
Lewis Cliff 87070,13543,Valid,L5,2.6,Found,1987.0,-84.25501,161.43314,0.4149735150071251
Yamato 792814,28163,Valid,H6,8.19,Found,1979.0,-71.5,35.66667,0.9132839547878244
Jiddat al Harasis 393,51659,Valid,H~5,1360.8,Found,2003.0,19.31817,55.77532,3.133794300923659
Yamato 74080,24458,Valid,L6,536.9,Found,1974.0,-71.81944,36.19861,2.7298934047721306
Queen Alexandra Range 93266,19355,Valid,L5,43.2,Found,1993.0,-84.57659,162.0846,1.635483756868025
Pecora Escarpment 91052,18343,Valid,L6,290.9,Found,1991.0,-85.69911,-68.96782,2.463743722739993
Yamato 790303,25652,Valid,H4,2.19,Found,1979.0,-71.5,35.66667,0.3404443131480557
Asuka 881931,4640,Valid,Ureilite,153.62,Found,1988.0,-72.0,26.0,2.1864477636019872
Yamato 86384,29890,Valid,H4,4.43,Found,1986.0,-71.5,35.66667,0.6464038242579302
Enshi,10038,Valid,H5,8000.0,Fell,1974.0,30.3,109.5,3.9030899870462306
Elephant Moraine 90922,9331,Valid,L6,55.7,Found,1990.0,-76.26855,156.4379,1.7458552029707572
Miller Range 090546,55024,Valid,H6,1.7,Found,2009.0,0.0,0.0,0.23044917684554106
Yamato 792735,28084,Valid,H6,1.96,Found,1979.0,-71.5,35.66667,0.2922562929352368
Grove Mountains 020072,46518,Valid,H6,13.0,Found,2003.0,-72.99833,75.19583,1.1139433857141032
