name,id,nametype,recclass,mass,fall,year,reclat,reclong,log_mass,is_outlier
Nuevo Laredo,17937,Valid,Eucrite-mmict,500.0,Found,1950.0,27.5,-99.5,2.698970005204608,0
Nuleri,17939,Valid,"Iron, IIIAB",120.0,Found,1902.0,-27.83333,123.86667,2.0791812496667457,0
Nullagine,17940,Valid,H5,102.0,Found,1973.0,-21.86667,120.11667,2.0086001760197068,0
Nullarbor 001,17941,Valid,H5,40000.0,Found,1935.0,-31.0,132.0,4.60205999133882,0
Nurina 001,17961,Valid,H4,2.7,Found,1973.0,-30.66667,126.4,0.4313639250087657,0
Oak,17971,Valid,L5,75.3,Found,1968.0,-31.58333,127.7,1.8767949819682235,0
Oakley (iron),17972,Valid,"Iron, IIIF",111000.0,Found,1926.0,42.33333,-113.7,5.04532297879057,0
Oakley (stone),17973,Valid,H6,27700.0,Found,1895.0,38.95,-101.01667,4.442479769080127,0
Oasis State Park,17974,Valid,OC,606.0,Found,1968.0,34.22833,-103.35833,2.782472624882944,0
Oberlin,17975,Valid,LL5,2500.0,Found,1911.0,39.8,-100.51667,3.3979400088457554,0
Obernkirchen,17976,Valid,"Iron, IVA",41000.0,Found,1863.0,52.26667,9.1,4.612783856730328,0
Oczeretna,17981,Valid,H4,130.0,Found,1871.0,49.31667,31.51667,2.1139433556475637,0
Odessa (iron),17985,Valid,"Iron, IAB-MG",1600000.0,Found,1922.0,31.71667,-102.4,6.204119982656196,1
Odessa (stone),17986,Valid,H4,1926.0,Found,1960.0,46.5,30.76667,3.284656283014006,0
Ogallala,17992,Valid,"Iron, IAB-sLL",3300.0,Found,1918.0,41.16667,-101.66667,3.518513940009492,0
Okahandja,17999,Valid,"Iron, IIAB",6580.0,Found,1926.0,-21.98333,16.93333,3.8182258936799576,0
Okechobee,18001,Valid,L4,1000.0,Found,1916.0,26.68333,-80.8,3.0000000004342944,0
Oktibbeha County,18003,Valid,"Iron, IAB-ung",156.0,Found,1854.0,33.5,-89.0,2.1931246011384005,0
Oldfield River,18010,Valid,H5,150.0,Found,1972.0,-33.0,121.0,2.176091261950978,0
Olton,18016,Valid,H3.5,953.0,Found,1948.0,34.16722,-102.13361,2.9790929010940395,0
Opava,18021,Valid,Iron,14300.0,Found,1925.0,49.96667,17.9,4.155336037495432,0
Orange River (iron),18023,Valid,"Iron, IIIAB",148800.0,Found,1855.0,-30.0,25.0,5.172602931212778,0
Orlovka,18029,Valid,H5,40500.0,Found,1928.0,56.0,76.75,4.607455023225392,0
Oro Grande,18031,Valid,H5,513.0,Found,1971.0,32.37167,-106.25833,2.710117365958394,0
Oroville,18032,Valid,"Iron, IIIAB",24500.0,Found,1893.0,39.68333,-121.63333,4.389166084382259,0
Oscuro Mountains,18035,Valid,"Iron, IAB-MG",3600.0,Found,1895.0,33.63333,-106.38333,3.5563025008879245,0
Oshkosh,18036,Valid,H,144.8,Found,1961.0,44.07694,-88.56278,2.1607685648603994,0
Osseo,18037,Valid,"Iron, IAB complex",46300.0,Found,1931.0,47.63333,-80.08333,4.665580991027333,0
Otchinjau,18041,Valid,"Iron, IVA",30000.0,Found,1919.0,-16.5,14.0,4.477121254734139,0
Otis,18044,Valid,L6,2600.0,Found,1940.0,38.53333,-99.05,3.4149733481378544,0
Otto,18047,Valid,H5,28.0,Found,1970.0,35.16667,-105.98333,1.447158046852736,0
Ouallen,18048,Valid,H6,5174.0,Found,1936.0,24.16667,0.08333,3.7138264244644623,0
Oubari,18049,Valid,LL6,8000.0,Found,1944.0,26.8,13.58333,3.9030899870462306,0
Oufrane,18051,Valid,L,540.0,Found,1969.0,28.29583,0.025,2.7323937606272177,0
Ovid,18057,Valid,H6,6169.0,Found,1939.0,40.96667,-102.4,3.7902147703143787,0
Ovid (b),31283,Valid,H5,860.0,Found,1943.0,40.75833,-102.375,2.9344984517485613,0
Owens Valley,18061,Valid,"Iron, IIIAB",192800.0,Found,1913.0,37.46667,-118.0,5.2851070295690645,0
Ozona,18066,Valid,H6,127500.0,Found,1929.0,30.73333,-101.3,5.10551018477338,0
Ozren,18067,Valid,"Iron, IAB-MG",3900.0,Found,1952.0,44.6125,18.41806,3.5910646071378567,0
Palermo,18076,Valid,Unknown,29.2,Found,1966.0,-34.55,-58.43333,1.4653828663215167,0
Palmas de Monte Alto,48959,Valid,"Iron, IIIAB",97000.0,Found,1954.0,-14.3675,-43.02278,4.986771734270722,0
Palmersville,18078,Valid,H5,9979.0,Found,1908.0,36.4665,-88.60283,3.9990870226694093,0
Palo Blanco Creek,18080,Valid,Eucrite-mmict,1482.0,Found,1954.0,36.5,-104.5,3.1708482039363557,0
Paloduro,18081,Valid,"Iron, IIIE",3000.0,Found,1935.0,34.9,-101.21667,3.4771212548644272,0
Pampa de Agua Blanca,18090,Valid,L6,10.0,Found,1916.0,-24.16667,-69.83333,1.000000043429446,0
Pampa del Infierno,18091,Valid,L6,896.0,Found,1895.0,-26.68333,-61.08333,2.9523080101468286,0
Pan de Azucar,18094,Valid,"Iron, IAB complex",19500.0,Found,1887.0,-26.5,-69.5,4.290034611384789,0
Panhandle,18096,Valid,H5,1360.0,Found,1969.0,35.33333,-101.38333,3.1335389086895518,0
Pannikin,18097,Valid,L6,13.6,Found,1965.0,-32.04167,126.18333,1.133538940303634,0
Para de Minas,18099,Valid,"Iron, IVA",116300.0,Found,1934.0,-19.86667,-44.61667,5.065579714732182,0
Park,18104,Valid,L6,13000.0,Found,1969.0,39.11,-100.36167,4.113943352340244,0
Parma Canyon,18107,Valid,Iron,2150.0,Found,1940.0,43.8,-117.0,3.332438460117603,0
Patos de Minas (hexahedrite),18113,Valid,"Iron, IIAB",32000.0,Found,1925.0,-18.58333,-46.53333,4.505149978333478,0
Patos de Minas (octahedrite),18114,Valid,"Iron, IAB complex",200000.0,Found,1925.0,-18.58333,-46.53333,5.301029995666153,0
Paulding County,18172,Valid,Iron,725.0,Found,1901.0,34.0,-84.8,2.8603380071700206,0
Pavlodar (pallasite),18174,Valid,"Pallasite, PMG-an",4500.0,Found,1885.0,51.16667,77.33333,3.6532125138718534,0
Peck's Spring,18182,Valid,L5,1600.0,Found,1926.0,32.0,-102.0,3.204119982927359,0
Pooposo,18869,Valid,"Iron, IAB-MG",12000.0,Found,1910.0,-18.33333,-66.83333,4.079181246083816,0
Peetz,18783,Valid,L6,11500.0,Found,1937.0,40.95,-103.08333,4.060697840391376,0
Pei Xian,18784,Valid,Iron,400000.0,Found,1917.0,34.7,117.0,5.602059991329048,0
Penokee,18788,Valid,H5,3580.0,Found,1947.0,39.35,-99.91667,3.5538830267651855,0
Pep,18791,Valid,OC,591.0,Found,1966.0,33.73,-102.57667,2.7715874816161024,0
Perryville,18795,Valid,"Iron, IIC",17500.0,Found,1906.0,37.73333,-89.85,4.243038048711111,0
Persimmon Creek,18796,Valid,"Iron, IAB-sLM",5000.0,Found,1893.0,35.05,-84.23333,3.6989700044228777,0
Petropavlovka,18802,Valid,H4,1773.0,Found,1916.0,48.2,43.73333,3.2487087358458666,0
Petropavlovsk,18803,Valid,"Iron, ungrouped",7000.0,Found,1841.0,53.35,87.18333,3.845098040076299,0
Pevensey,18805,Valid,LL5,4300.0,Found,1868.0,-34.78333,144.66667,3.6334684556805854,0
Phillips County (pallasite),18807,Valid,"Pallasite, PMG-an",1360.0,Found,1935.0,40.45,-102.38333,3.1335389086895518,0
Phulmari,18810,Valid,Stone-uncl,4064.0,Found,1936.0,20.13333,75.5,3.6089536993827265,0
Picacho,18814,Valid,"Iron, IIIAB",22000.0,Found,1952.0,33.2,-105.0,4.342422680841947,0
Pickens County,18815,Valid,H6,400.0,Found,1908.0,34.5,-84.5,2.6020599924136985,0
Piedade do Bagre,18817,Valid,"Iron, ungrouped",59000.0,Found,1922.0,-18.94167,-44.98333,4.770852011649505,0
Pierceville (iron),18819,Valid,"Iron, IIIAB",100000.0,Found,1917.0,37.86667,-100.66667,5.000000000004343,0
Pierceville (stone),18820,Valid,L6,2125.0,Found,1939.0,37.86667,-100.66667,3.327358934590704,0
Pima County,18823,Valid,"Iron, IIAB",210.0,Found,1947.0,32.2,-111.0,2.3222192968019884,0
Pine Bluffs,18824,Valid,H,2700.0,Found,1935.0,41.18333,-104.06667,3.431363764319837,0
Pine River,18826,Valid,"Iron, IAB-sLL",3600.0,Found,1931.0,44.21667,-89.1,3.5563025008879245,0
Pinnaroo,18827,Valid,Mesosiderite-A4,39400.0,Found,1927.0,-35.38333,140.91667,4.595496221836597,0
Piñon,18828,Valid,"Iron, ungrouped",17850.0,Found,1928.0,32.66667,-105.1,4.251638220472542,0
Pinto Mountains,18829,Valid,L6,17900.0,Found,1954.0,34.0,-115.78333,4.252853031004156,0
Pipe Creek,18830,Valid,H6,13600.0,Found,1887.0,29.68333,-98.91667,4.1335389084021505,0
Pirapora,18833,Valid,"Iron, IIAB",6175.0,Found,1888.0,-17.3,-45.0,3.7906369620020346,0
Pittsburg,18838,Valid,"Iron, IAB-MG",600.0,Found,1850.0,40.43333,-80.0,2.778151251107468,0
Plains,18839,Valid,H5,34300.0,Found,1964.0,33.28333,-102.76667,4.535294120055432,0
Plainview (1917),18841,Valid,H5,700000.0,Found,1917.0,34.11667,-101.78333,5.845098040014877,0
Plainview (1950),18842,Valid,H,2200.0,Found,1950.0,34.11667,-101.78333,3.3424226810196127,0
Plainview (c),18843,Valid,OC,631.0,Found,1963.0,34.125,-101.75667,2.800029359932398,0
Pleasanton,18848,Valid,H5,2300.0,Found,1935.0,38.18333,-94.71667,3.3617278362064167,0
Plymouth,18850,Valid,"Iron, IIIAB",14000.0,Found,1893.0,41.33333,-86.31667,4.146128035709259,0
Point of Rocks (iron),18855,Valid,"Iron, IIIAB",18000.0,Found,1956.0,36.5,-104.5,4.255272505127434,0
Point of Rocks (stone),18856,Valid,L6,800.0,Found,1954.0,36.5,-104.5,2.9030899875348117,0
Poison Spring,18857,Valid,Iron,524.0,Found,1971.0,38.17,-110.36667,2.719331287812533,0
Polujamki,18861,Valid,H4,18350.0,Found,1971.0,52.1,79.7,4.263636068611776,0
Pomozdino,18863,Valid,Eucrite-cm,327.0,Found,1964.0,62.2,54.16667,2.5145477539884036,0
Pony Creek,18866,Valid,H4,4642.0,Found,1947.0,31.66333,-99.95,3.6667051362134564,0
Poonarunna,18868,Valid,H5,76.0,Found,1970.0,-27.76667,137.85,1.8808135979951923,0
Portales (a),18871,Valid,H4,3240.0,Found,1967.0,34.06667,-103.5,3.5105450103406537,0
Portales (b),18872,Valid,L6,595.8,Found,1967.0,34.06667,-103.5,2.7751004996079516,0
Portales (c),18873,Valid,H4,6000.0,Found,1967.0,34.1,-103.41667,3.778151250456026,0
Portis,18875,Valid,L,30.0,Found,1959.0,39.56667,-98.68333,1.4771212691961448,0
Post,18877,Valid,L,2000.0,Found,1965.0,33.11667,-101.38333,3.3010299958811284,0
Potter,18878,Valid,L6,261000.0,Found,1941.0,41.23333,-103.3,5.416640507339945,0
Prairie Dog Creek,18882,Valid,H3.7,2900.0,Found,1893.0,39.63333,-100.5,3.4623979980487127,0
Prambanan,18884,Valid,"Iron, ungrouped",500000.0,Found,1797.0,-7.56667,110.83333,5.698970004336887,0
Preobrazhenka,18886,Valid,H3/4,418.0,Found,1949.0,53.7,79.5,2.6211762828140173,0
Providence,18893,Valid,"Iron, IIIAB",6804.0,Found,1903.0,38.56667,-85.23333,3.8327643050043605,0
Puente del Zacate,18894,Valid,"Iron, IIIAB",30790.0,Found,1904.0,27.86667,-101.5,4.4884096889173035,0
Puente-Ladron,18895,Valid,L,7.7,Found,1944.0,34.4,-106.85,0.886490781574359,0
Puerta de Arauco,18896,Valid,Iron,1533.0,Found,1904.0,-28.88333,-66.66667,3.1855421551376724,0
Puerto Libertad,18897,Valid,L,66.0,Found,1973.0,29.9,-112.68333,1.819543942122088,0
Puquios,18903,Valid,"Iron, IID",6580.0,Found,1885.0,-27.15,-69.91667,3.8182258936799576,0
Putnam County,18906,Valid,"Iron, IVA",32700.0,Found,1839.0,33.25,-83.25,4.514547752673567,0
Quartz Mountain,18910,Valid,"Iron, IIIAB",4832.0,Found,1935.0,37.2,-116.7,3.6841269257029543,0
Queretaro,22359,Valid,H4,5000.0,Found,1971.0,20.63333,-100.38333,3.6989700044228777,0
Quinn Canyon,22364,Valid,"Iron, IIIAB",1450000.0,Found,1908.0,38.08333,-115.53333,6.161368002235275,1
Quinyambie,22365,Valid,LL3.6,1638.0,Found,1968.0,-30.15,140.98333,3.2143138976895367,0
Rafrüti,22369,Valid,"Iron, ungrouped",18200.0,Found,1886.0,47.0,7.83333,4.260071388008937,0
Raguli,22373,Valid,H3.8,4239.0,Found,1972.0,45.7,43.7,3.627263416670673,0
Rakity,22375,Valid,L3,11400.0,Found,1971.0,51.8,79.9,4.0569048513745685,0
Rancho de la Pila (1882),22389,Valid,"Iron, IIIAB",46500.0,Found,1882.0,24.11667,-104.3,4.667452952899294,0
Ransom,22393,Valid,H4,15000.0,Found,1938.0,38.61667,-99.93333,4.176091259084634,0
Rateldraai,22397,Valid,"Iron, IIIAB",549000.0,Found,1909.0,-28.83333,21.13333,5.739572344450883,0
Rawlinna 001,22399,Valid,"Pallasite, PMG-an",74.0,Found,1959.0,-31.16667,125.26667,1.8692317255998205,0
Rawlinna 002,22400,Valid,H5,240.0,Found,1952.0,-30.36667,126.08333,2.3802112435211664,0
Reager,22401,Valid,L6,230.0,Found,1948.0,39.78333,-100.0,2.3617278379058297,0
Red River,22548,Valid,"Iron, IIIAB",800000.0,Found,1808.0,32.0,-95.0,5.903089986992486,0
Red Willow,22550,Valid,Iron,2750.0,Found,1899.0,40.25,-100.5,3.439332693988188,0
Redfields,22551,Valid,"Iron, ungrouped",8740.0,Found,1969.0,-30.71667,116.5,3.9415114326840937,0
Reed City,22552,Valid,"Iron, ungrouped",20000.0,Found,1895.0,43.86667,-85.51667,4.301029995685696,0
Reid,22556,Valid,H5,144.1,Found,1969.0,-30.06667,128.98333,2.15866398382783,0
Republican River,22591,Valid,H4,135.0,Found,1942.0,40.08333,-98.91667,2.130333771712002,0
Rhine Villa,22594,Valid,"Iron, IIIE",3325.0,Found,1900.0,-34.66667,139.28333,3.5217916497697384,0
Rhineland,22595,Valid,H5,6240.0,Found,1961.0,33.53333,-99.61667,3.7951845897520227,0
Rica Aventura,22596,Valid,"Iron, IVA",5395.0,Found,1910.0,-21.98333,-69.61667,3.731991449099429,0
Richa,22598,Valid,"Iron, IID",1500.0,Found,1960.0,10.0,9.0,3.176091259345211,0
Richland,22601,Valid,"Iron, IIAB",50600.0,Found,1951.0,31.9,-96.4,4.704150516848382,0
Ridgecrest,22604,Valid,H5,9.69,Found,1958.0,35.58333,-117.56667,0.9863238218695949,0
Rifle,22605,Valid,"Iron, IAB-MG",102700.0,Found,1948.0,38.51667,-107.83333,5.0115704436015065,0
River,22612,Valid,L5,190.5,Found,1965.0,-30.36667,126.01667,2.279894982291399,0
Riverton,22613,Valid,H5,103.3,Found,1960.0,50.94,-96.99167,2.0141003257238266,0
Rodeo,22643,Valid,"Iron, IID",44000.0,Found,1852.0,25.33333,-104.66667,4.643452676496057,0
Roebourne,22644,Valid,"Iron, IIIAB",86860.0,Found,1892.0,-22.33333,118.0,4.93881982503121,0
Rolla (1936),22646,Valid,H5,440.0,Found,1936.0,37.11667,-101.6,2.6434526774732205,0
Rolla (1939),22647,Valid,H4,207.5,Found,1939.0,37.11667,-101.6,2.317018103141097,0
Rolla (1941),22648,Valid,H5,435.0,Found,1941.0,37.08333,-101.6,2.6384892579530153,0
Rolla (d),22649,Valid,H,50.0,Found,1942.0,37.08333,-101.6,1.6989700130219083,0
Romero,22651,Valid,H4,17200.0,Found,1938.0,35.76667,-102.95,4.235528446932799,0
Roosevelt,22655,Valid,H3.4,5200.0,Found,1972.0,34.86667,-98.95,3.7160033437183175,0
Roosevelt County 001,22656,Valid,H3.8,462.0,Found,1968.0,33.78333,-103.56667,2.664641976496157,0
Roosevelt County 002,22657,Valid,L6,18.2,Found,1973.0,33.71667,-103.65,1.2600714118474083,0
Roosevelt County 032,22687,Valid,H5,141.1,Found,1968.0,34.08333,-103.5,2.1495270168322675,0
Roosevelt County 033,22688,Valid,L4,21.8,Found,1968.0,34.08333,-103.5,1.3384565135263697,0
Roosevelt County 034,22689,Valid,H5,118.5,Found,1968.0,34.08333,-103.61667,2.073718354011055,0
Roosevelt County 035,22690,Valid,L6,81.59999999999998,Found,1968.0,34.08333,-103.61667,1.9116901640760973,0
Roosevelt County 036,22691,Valid,H5,65.2,Found,1968.0,34.08333,-103.61667,1.8142476023928784,0
Roosevelt County 037,22692,Valid,H4/5,94.3,Found,1968.0,34.08333,-103.51667,1.974511697342784,0
Roosevelt County 038,22693,Valid,H5,49.4,Found,1968.0,34.3,-103.45,1.6937269577150331,0
Roosevelt County 039,22694,Valid,H5,38.0,Found,1969.0,34.08333,-103.5,1.579783608045612,0
Roosevelt County 040,22695,Valid,H5,71.1,Found,1969.0,34.08333,-103.5,1.8518696068379867,0
Roosevelt County 041,22696,Valid,L5,32.4,Found,1969.0,34.08333,-103.5,1.5105450236107625,0
Roosevelt County 042,22697,Valid,H5,32.6,Found,1969.0,34.08333,-103.51667,1.5132176133898554,0
Roosevelt County 043,22698,Valid,H4/5,52.1,Found,1969.0,34.08333,-103.61667,1.716837731635311,0
Roosevelt County 044,22699,Valid,L6,439.1,Found,1970.0,34.25,-103.51667,2.6425634380934437,0
Roosevelt County 045,22700,Valid,L6,55.5,Found,1970.0,34.23333,-103.25,1.744292990947802,0
Roosevelt County 046,22701,Valid,H5,120.4,Found,1970.0,34.1,-103.48333,2.080626490528903,0
Roosevelt County 047,22702,Valid,L6,30.3,Found,1970.0,34.13333,-103.36667,1.481442642835456,0
Roosevelt County 048,22703,Valid,L6,57.3,Found,1970.0,33.61667,-103.45,1.7581546295467003,0
Roosevelt County 049,22704,Valid,LL4,22.8,Found,1971.0,34.08333,-103.5,1.357934866048457,0
Roosevelt County 050,22705,Valid,L4,13.1,Found,1971.0,34.08333,-103.5,1.1172713288080134,0
Roosevelt County 051,22706,Valid,L5,29.4,Found,1971.0,34.21667,-103.35,1.4683473451840783,0
Roosevelt County 052,22707,Valid,H5,17.7,Found,1971.0,34.1,-103.48333,1.2479732908982173,0
Roosevelt County 053,22708,Valid,H5,10.8,Found,1971.0,33.88333,-103.7,1.0334237956994,0
Roosevelt County 054,22709,Valid,H5,361.5,Found,1971.0,34.3,-103.43333,2.5581083028319176,0
Roosevelt County 055,22710,Valid,H5,7.9,Found,1971.0,34.3,-103.43333,0.897627146264423,0
Roosevelt County 056,22711,Valid,H5,10.3,Found,1972.0,34.41667,-103.58333,1.012837266869683,0
Roosevelt County 057,22712,Valid,L5,7.7,Found,1973.0,34.21667,-103.28333,0.886490781574359,0
Roosevelt County 058,22713,Valid,L4,12.0,Found,1968.0,34.08333,-103.5,1.07918128223883,0
Roosevelt County 059,22714,Valid,L6,26.2,Found,1968.0,34.08333,-103.5,1.4183013078958704,0
Roosevelt County 060,22715,Valid,H5,34.2,Found,1968.0,34.08333,-103.61667,1.5340261187548039,0
Roosevelt County 061,22716,Valid,H5,49.5,Found,1968.0,34.08333,-103.51667,1.6946052077071945,0
Roosevelt County 062,22717,Valid,H5,16.2,Found,1969.0,34.21667,-103.5,1.2095150413509315,0
Roosevelt County 063,22718,Valid,L4,34.7,Found,1969.0,34.08333,-103.5,1.5403294873065647,0
Roosevelt County 064,22719,Valid,H5,24.8,Found,1969.0,34.08333,-103.5,1.3944516983380901,0
Roosevelt County 065,22720,Valid,H5,405.8,Found,1971.0,33.61667,-103.45,2.6083120437675453,0
Roosevelt County 080,22735,Valid,H6,727.8,Found,1968.0,34.05,-103.5,2.8620120518469387,0
Roosevelt County 081,22736,Valid,H5,522.2,Found,1969.0,33.63333,-103.16667,2.7178368683185887,0
Roosevelt County 082,22737,Valid,H4,137.0,Found,1969.0,34.08333,-103.56667,2.1367205703264394,0
Roosevelt County 083,22738,Valid,H5,14.8,Found,1969.0,33.66667,-103.41667,1.170261744739178,0
Roosevelt County 084,22739,Valid,L4,69.6,Found,1969.0,34.2,-103.23333,1.8426092458504253,0
Roosevelt County 085,22740,Valid,L4,140.0,Found,1969.0,34.31667,-103.38333,2.1461280387803416,0
Roosevelt County 098,22753,Valid,L6,15.0,Found,1969.0,34.21667,-103.55,1.1760912880086458,0
Roosevelt County 099,22754,Valid,H(5?),9.8,Found,1969.0,33.6,-103.3,0.991226120008256,0
Roosevelt County 100,22755,Valid,L5,6.8,Found,1970.0,34.3,-103.45,0.8325089765730671,0
Roper River,22763,Valid,"Iron, IIIAB",6400.0,Found,1953.0,-15.0,135.0,3.8061799740517457,0
Rosamond Dry Lake,22764,Valid,L,850.0,Found,1940.0,34.83333,-118.06667,2.9294189262252273,0
Rosario,22765,Valid,"Iron, IAB-MG",2700.0,Found,1896.0,14.6,-88.68333,3.431363764319837,0
Rosebud,22767,Valid,H5,54900.0,Found,1915.0,30.81667,-97.05,4.7395723444580025,0
Round Top (a),22768,Valid,L5,9935.0,Found,1934.0,30.05806,-96.65139,3.9971678714895473,0
Round Top (b),22769,Valid,H4,7166.0,Found,1939.0,30.06667,-96.7,3.8552768038906966,0
Rowena,22772,Valid,H6,34700.0,Found,1962.0,-29.8,148.63333,4.540329474803389,0
Roy (1933),22774,Valid,L5,47200.0,Found,1933.0,35.95,-104.2,4.673941998643289,0
Roy (1934),22775,Valid,L6,5619.0,Found,1934.0,35.95,-104.2,3.74965903217219,0
Rub' al-Khali 001,22776,Valid,H5,490.0,Found,1955.0,20.0,50.0,2.690196080914829,0
Rub' al-Khali 002,22777,Valid,L6,55.0,Found,1955.0,20.0,50.0,1.740362697390507,0
Rub' al-Khali 003,22778,Valid,Iron,18.0,Found,1957.0,20.0,50.0,1.2552725292307767,0
Ruff's Mountain,22779,Valid,"Iron, IIIAB",53070.0,Found,1844.0,34.3,-81.4,4.724849087637569,0
Rush County,22785,Valid,H5,4300.0,Found,1948.0,39.5,-85.5,3.6334684556805854,0
Rush Creek,22786,Valid,L6,9300.0,Found,1938.0,38.61667,-102.71667,3.9684829486006334,0
Rushville,22787,Valid,L5,50.0,Found,1866.0,39.61667,-85.45,1.6989700130219083,0
Russel Gulch,22788,Valid,"Iron, IIIAB",13200.0,Found,1863.0,39.8,-105.5,4.120573931238751,0
Sacramento Mountains,22794,Valid,"Iron, IIIAB",237200.0,Found,1890.0,32.91667,-104.66667,5.375114684694056,0
Saint-Aubin,23096,Valid,"Iron, IIIAB",472000.0,Found,1968.0,48.48333,3.58333,5.673941998635008,0
Salaices,23105,Valid,H4,24500.0,Found,1971.0,27.0,-105.25,4.389166084382259,0
Salina,23108,Valid,Iron,235.0,Found,1908.0,38.98333,-111.85,2.371067864119798,0
Saline,23109,Valid,H5,30800.0,Found,1901.0,39.4,-100.4,4.488550716514545,0
Salla,23110,Valid,L6,7000.0,Found,1963.0,66.8,28.45,3.845098040076299,0
Salt Lake City,23112,Valid,H5,875.0,Found,1869.0,40.91667,-111.66667,2.94200805351865,0
Salt River,23113,Valid,"Iron, IIC",3600.0,Found,1850.0,37.95,-85.78333,3.5563025008879245,0
Sam's Valley,23116,Valid,"Iron, IIIAB",6920.0,Found,1894.0,42.53333,-122.875,3.840106094519517,0
San Angelo,23117,Valid,"Iron, IIIAB",88000.0,Found,1897.0,31.41667,-100.35,4.944482672155104,0
San Carlos,23119,Valid,H4,3600.0,Found,1942.0,-35.53333,-58.76667,3.5563025008879245,0
San Cristobal,23121,Valid,"Iron, IAB-ung",5000.0,Found,1882.0,-23.43333,-69.5,3.6989700044228777,0
San Emigdio,23122,Valid,H4,36000.0,Found,1887.0,36.0,-119.0,4.556302500779351,0
San Francisco del Mezquital,23123,Valid,"Iron, IIAB",7500.0,Found,1868.0,23.48333,-104.36667,3.8750612634496058,0
San Francisco Mountains,23124,Valid,"Iron, IVA",1700.0,Found,1920.0,35.0,-112.0,3.2304489216337413,0
San José,23125,Valid,H5,532.0,Found,1944.0,24.7,-99.08333,2.7259116331113913,0
San Luis,23129,Valid,H,140.65,Found,1964.0,-33.33333,-66.38333,2.148139739588987,0
San Pedro Springs,23131,Valid,L6,72.0,Found,1887.0,29.5,-98.5,1.8573325024631362,0
Sanclerlandia,23132,Valid,"Iron, IIIAB",279000.0,Found,1971.0,-16.21667,-50.3,5.445604203275154,0
Sand Draw,23134,Valid,H5,1200.0,Found,1947.0,40.81667,-102.25,3.079181246409537,0
Sanderson,23135,Valid,"Iron, IIIAB",6800.0,Found,1936.0,30.13333,-102.15,3.8325089127701033,0
Sandia Mountains,23156,Valid,"Iron, IIAB",45000.0,Found,1925.0,35.25,-106.5,4.653212513784995,0
Sandtown,23157,Valid,"Iron, IIIAB",9350.0,Found,1938.0,35.93333,-91.63333,3.9708116109189664,0
Santa Apolonia,23160,Valid,"Iron, IIIAB",1316000.0,Found,1872.0,19.21667,-98.3,6.119255889278267,1
Santa Catharina,23162,Valid,"Iron, IAB-ung",7000000.0,Found,1875.0,-26.21667,-48.6,6.845098040014319,1
Santa Luzia,23166,Valid,"Iron, IIAB",1918000.0,Found,1921.0,-16.26667,-47.95,6.282848602834871,1
Santa Rosa,23167,Valid,"Iron, IC",825000.0,Found,1810.0,5.91667,-73.0,5.916453948550451,0
Santa Rosalia,23168,Valid,"Pallasite, PMG",1631.0,Found,1950.0,27.33333,-112.33333,3.212453961306551,0
Santiago Papasquiero,23169,Valid,"Iron, ungrouped",119500.0,Found,1958.0,24.5,-106.0,5.07736790528779,0
São João Nepomuceno,23170,Valid,"Iron, IVA-an",15300.0,Found,1960.0,-21.55,-43.01667,4.184691430845984,0
São Julião de Moreira,23172,Valid,"Iron, IIAB",162000.0,Found,1883.0,41.76611,-8.58361,5.209515014545312,0
Saotome,23174,Valid,"Iron, IVA",10880.0,Found,1892.0,36.5,137.0,4.036628895402078,0
Sardis,23177,Valid,"Iron, IAB complex",800000.0,Found,1940.0,32.94889,-81.865,5.903089986992486,0
Sarepta,23178,Valid,"Iron, IAB-MG",14000.0,Found,1854.0,48.48333,44.81667,4.146128035709259,0
Sargiin Gobi,23179,Valid,"Iron, IAB complex",17500.0,Found,1964.0,45.9835,105.75883,4.243038048711111,0
Sarratola,23186,Valid,L5,265.0,Found,1948.0,24.4,81.88333,2.4232458755756547,0
Savannah,23189,Valid,"Iron, IIIAB",60000.0,Found,1923.0,35.16667,-88.18333,4.778151250390882,0
Schaap-Kooi,23456,Valid,H4,2700.0,Found,1910.0,-32.08333,21.33333,3.431363764319837,0
Schwetz,23461,Valid,"Iron, IIIAB",21500.0,Found,1850.0,53.4,18.45,4.332438459935805,0
Scott City,23462,Valid,H5,2135.0,Found,1905.0,38.46667,-100.93333,3.329397879564459,0
Scottsville,23466,Valid,"Iron, IIAB",10000.0,Found,1867.0,36.76667,-86.16667,4.000000000043429,0
Scurry,23468,Valid,H5,118000.0,Found,1937.0,32.5,-101.0,5.071882007309806,0
Seagraves,23469,Valid,H4,13000.0,Found,1962.0,32.93333,-102.58333,4.113943352340244,0
Seeläsgen,23474,Valid,"Iron, IAB-MG",102000.0,Found,1847.0,52.26667,15.55,5.008600171766175,0
Seguin,23478,Valid,H6,750.0,Found,1956.0,39.36667,-100.63333,2.8750612639707596,0
Seibert (a),23479,Valid,H5,3500.0,Found,1941.0,39.3,-102.83333,3.5440680444743595,0
Selcany,23482,Valid,Iron,20.0,Found,1900.0,49.75,14.41667,1.3010300173787048,0
Selden,23484,Valid,LL5,1560.0,Found,1960.0,39.53333,-100.56667,3.1931245986328554,0
Seligman,23485,Valid,"Iron, IAB-MG",2200.0,Found,1949.0,35.28333,-112.86667,3.3424226810196127,0
Selma,23486,Valid,H4,140600.0,Found,1906.0,32.4,-87.0,5.147985320686894,0
