name,id,nametype,recclass,mass,fall,year,reclat,reclong,log_mass
Cartoonkana,5283,Valid,L6,294.0,Found,1914.0,-29.75,141.03333,2.4683473318893494
Monte Milone,16726,Valid,L5,3130.0,Fell,1846.0,43.26667,13.35,3.495544337685201
Admire,380,Valid,"Pallasite, PMG",180000.0,Found,1881.0,38.7,-96.1,5.255272505105719
Grant County,10958,Valid,L6,2300.0,Found,1936.0,37.46667,-101.43333,3.3617278362064167
Kushiike,12381,Valid,OC,4460.0,Fell,1920.0,37.05,138.38333,3.6493348588095174
Peramiho,18792,Valid,Eucrite-mmict,165.0,Fell,1899.0,-10.66667,35.5,2.217483946845994
Alkhamasin,475,Valid,"Iron, IIAB",1200000.0,Found,1973.0,20.6,44.88333,6.079181246047987
Polujamki,18861,Valid,H4,18350.0,Found,1971.0,52.1,79.7,4.263636068611776
Långhalsen,12461,Valid,L6,2300.0,Fell,1947.0,58.85,16.73333,3.3617278362064167
Tomatlan,24020,Valid,H6,900.0,Fell,1879.0,20.16667,-105.21667,2.9542425099218743
Medanitos,15467,Valid,Eucrite-cm,31.0,Fell,1953.0,-27.25,-67.5,1.491361707843772
Lake Bonney,12436,Valid,L6,2750.0,Found,1961.0,-37.75,140.3,3.439332693988188
Pomozdino,18863,Valid,Eucrite-cm,327.0,Found,1964.0,62.2,54.16667,2.5145477539884036
Roosevelt County 036,22691,Valid,H5,65.2,Found,1968.0,34.08333,-103.61667,1.8142476023928784
Harding County,11826,Valid,L4,3075.0,Found,1941.0,45.5,-103.5,3.4878451202526697
Livingston (Montana),14668,Valid,"Iron, IIIAB",1600.0,Found,1936.0,45.6,-110.58333,3.204119982927359
Point of Rocks (stone),18856,Valid,L6,800.0,Found,1954.0,36.5,-104.5,2.9030899875348117
Manitouwabing,15406,Valid,"Iron, IIIAB",39000.0,Found,1962.0,45.44,-79.87556,4.591064607037635
Shiraiwa,23537,Valid,H4,950.0,Found,1915.0,39.5,140.2,2.9777236057459997
Wethersfield (1971),24250,Valid,L6,350.0,Fell,1971.0,41.7,-72.65,2.544068045591117
Roosevelt County 039,22694,Valid,H5,38.0,Found,1969.0,34.08333,-103.5,1.579783608045612
Mincy,16694,Valid,Mesosiderite-B4,89400.0,Found,1857.0,36.55,-93.1,4.951337518800775
Wray (a),24338,Valid,H4-an,281.7,Found,1936.0,40.05,-102.2,2.4497868485274648
Phillips County (pallasite),18807,Valid,"Pallasite, PMG-an",1360.0,Found,1935.0,40.45,-102.38333,3.1335389086895518
Grady (1937),10952,Valid,H3.7,9300.0,Found,1937.0,34.8,-103.31667,3.9684829486006334
Glanggang,10924,Valid,H5-6,1303.0,Fell,1939.0,-7.25,107.7,3.1149444160458883
Arrabury,2337,Valid,H6,5300.0,Found,1960.0,-26.5,141.08333,3.7242758696827316
Udei Station,24101,Valid,"Iron, IAB-ung",103000.0,Fell,1927.0,7.95,8.08333,5.012837224709388
North Reid,17006,Valid,LL5,308.7,Found,1969.0,-30.0,128.91667,2.489536630888945
Augusta County,4897,Valid,"Iron, IIIAB",76000.0,Found,1858.0,38.16667,-79.08333,4.880813592286506
Clovis (no. 2),5386,Valid,L6,41300.0,Found,1963.0,34.3,-103.13333,4.615950051666917
Boerne,5095,Valid,H6,1100.0,Found,1932.0,29.8,-98.8,3.0413926855530384
Marion (Kansas),15425,Valid,L5,2890.0,Found,1955.0,38.36667,-97.03333,3.4608978429068227
Mamra Springs,15401,Valid,L6,1000.0,Fell,1927.0,45.21667,62.08333,3.0000000004342944
Belly River,5007,Valid,H6,7900.0,Found,1943.0,49.5,-113.0,3.8976270913454156
Shohaku,23580,Valid,Iron,101.0,Found,1938.0,40.31667,126.91667,2.004321378082588
Mulletiwu,16851,Valid,L,25.5,Fell,1795.0,9.33333,80.83333,1.406540197465111
Saint-Aubin,23096,Valid,"Iron, IIIAB",472000.0,Found,1968.0,48.48333,3.58333,5.673941998635008
Mount Morris (Wisconsin),16783,Valid,"Iron, IAB-an",676.0,Found,1937.0,44.0,-89.25,2.8299466965840834
Vengerovo,24158,Valid,H5,10800.0,Fell,1950.0,56.13333,77.26667,4.033423755527163
Kaufman,12267,Valid,L5,23000.0,Found,1893.0,32.58333,-96.41667,4.361727836036475
Mount Dyrring,16772,Valid,Pallasite,11300.0,Found,1903.0,-32.33333,151.2,4.053078443521853
Los Martinez,14708,Valid,L6,25.0,Fell,1894.0,38.0,-0.83333,1.3979400260438166
Morradal,16748,Valid,"Iron, ungrouped",2750.0,Found,1892.0,62.0,7.66667,3.439332693988188
Cope (b),5441,Valid,H5,817.0,Found,1967.0,39.68333,-102.845,2.9122220570639876
Apex,2315,Valid,L6,6.1,Found,1938.0,39.75,-105.2,0.7853299062065779
Toulon,24035,Valid,H5,1214.5,Found,1962.0,41.11667,-89.80833,3.0843975194987405
Le Teilleul,12749,Valid,Howardite,780.0,Fell,1845.0,48.53333,-0.86667,2.8920946032472683
Canyon,5255,Valid,H?,860.0,Found,1957.0,34.96667,-101.93333,2.9344984517485613
Nerft,16945,Valid,L6,10250.0,Fell,1864.0,56.5,21.5,4.0107238654341435
Canyonlands,5258,Valid,H6,1520.0,Found,1961.0,38.18333,-109.88333,3.1818435882304925
Ulysses,24110,Valid,H4,3900.0,Found,1927.0,37.6,-101.25,3.5910646071378567
Forrest 003,10126,Valid,H3,74.0,Found,1970.0,-30.9,128.08333,1.8692317255998205
Ekh Khera,7777,Valid,H6,840.0,Fell,1916.0,28.26667,78.78333,2.9242792865788987
Narraburra,16915,Valid,"Iron, IIIAB",32200.0,Found,1855.0,-34.25,147.7,4.507855871709318
Milena,16640,Valid,L6,10000.0,Fell,1842.0,46.18333,16.1,4.000000000043429
Lichtenberg,14646,Valid,H6,4000.0,Fell,1973.0,-26.15,26.18333,3.602059991436536
Yamato 698,24365,Valid,H6,10.0,Found,1969.0,-71.5,35.66667,1.000000043429446
Smyer,23655,Valid,H6,3273.0,Found,1968.0,33.58333,-102.16667,3.5149460054406942
Andura,2298,Valid,H6,17900.0,Fell,1939.0,20.88333,76.86667,4.252853031004156
Densmore (1950),6657,Valid,H6,11300.0,Found,1950.0,39.56583,-99.64722,4.053078443521853
Mardan,15414,Valid,H5,4500.0,Fell,1948.0,34.23333,72.08333,3.6532125138718534
Red Willow,22550,Valid,Iron,2750.0,Found,1899.0,40.25,-100.5,3.439332693988188
Zaisho,30389,Valid,"Pallasite, PMG-an",330.0,Fell,1898.0,33.7,133.8,2.5185139411939312
Dandapur,5511,Valid,L6,5650.0,Fell,1878.0,26.91667,83.96667,3.7520484478963048
San Luis,23129,Valid,H,140.65,Found,1964.0,-33.33333,-66.38333,2.148139739588987
Pnompehn,18851,Valid,L6,96.0,Fell,1868.0,11.58333,104.91667,1.9822712375634692
Valera,24149,Valid,L5,50000.0,Fell,1972.0,9.31667,-70.62833,4.698970004344705
Murchison Downs,16876,Valid,"Iron, ungrouped",33.0,Found,1925.0,-26.66667,119.0,1.518513953038326
Dubrovnik,7736,Valid,L3-6,1900.0,Fell,1951.0,42.45833,18.44167,3.278753601181405
Tulia (iron),24070,Valid,Iron,190.0,Found,1969.0,34.555,-101.63,2.2787536032385893
Waldo,24202,Valid,L6,1300.0,Found,1937.0,39.1,-98.83333,3.1139433526409093
Rosario,22765,Valid,"Iron, IAB-MG",2700.0,Found,1896.0,14.6,-88.68333,3.431363764319837
Seneca,23497,Valid,H4,1900.0,Found,1936.0,39.83333,-96.06667,3.278753601181405
Oak,17971,Valid,L5,75.3,Found,1968.0,-31.58333,127.7,1.8767949819682235
Rembang,22585,Valid,"Iron, IVA",10000.0,Fell,1919.0,-6.73333,111.36667,4.000000000043429
Aswan,4882,Valid,"Iron, IAB-ung",12000.0,Found,1955.0,23.98611,32.62361,4.079181246083816
Binda,5049,Valid,Eucrite-cm,5400.0,Found,1912.0,-34.31667,149.38333,3.7323937599033936
Waterville,24219,Valid,"Iron, IAB-ung",37125.0,Found,1917.0,47.767778,-119.876389,4.569666462336967
Bischtübe,5057,Valid,"Iron, IAB-sLL",48250.0,Found,1888.0,51.95,62.2,4.683497317688812
Delphos (d),6648,Valid,H5,276.0,Found,1969.0,34.05,-103.55,2.4409090836387484
Sierra Gorda,23590,Valid,"Iron, IIAB",26000.0,Found,1898.0,-22.9,-69.35,4.414973347987521
Hamilton (Queensland),11483,Valid,L6,68000.0,Found,1966.0,-28.48333,148.25,4.832508912712623
Delaware,6640,Valid,L4,8346.0,Found,1972.0,35.28333,-93.5,3.9214783804277262
Barwell,4954,Valid,L5,44000.0,Fell,1965.0,52.56528,-1.33972,4.643452676496057
Tonganoxie,24025,Valid,"Iron, IIIAB",11800.0,Found,1886.0,39.08333,-95.11667,4.07188200734293
Nawapali,16927,Valid,CM2,105.0,Fell,1890.0,21.25,83.66667,2.021189303206076
Nedagolla,16935,Valid,"Iron, ungrouped",4500.0,Fell,1870.0,18.68333,83.48333,3.6532125138718534
Kernouve,12284,Valid,H6,80000.0,Fell,1869.0,48.11667,-3.08333,4.903089986997372
Berdyansk,5027,Valid,L6,2250.0,Found,1843.0,46.75,36.81667,3.352182518304382
Youanmi,30373,Valid,"Iron, IIIAB",118400.0,Found,1917.0,-29.5,118.75,5.0733517023905685
Bjelaja Zerkov,5063,Valid,H6,1850.0,Fell,1796.0,49.78333,30.16667,3.2671717286377677
Hoxie,11915,Valid,OC,266.1,Fell,1963.0,39.35,-100.45,2.4250448761834615
Iquique,12045,Valid,"Iron, IVB",12500.0,Found,1871.0,-20.18333,-69.73333,4.0969100130428
Tamentit,23798,Valid,"Iron, IIIAB",510000.0,Found,1864.0,27.71667,-0.25,5.707570176098788
Deep Springs,6637,Valid,"Iron, ungrouped",11500.0,Found,1846.0,36.5,-79.75,4.060697840391376
Dumas (a),7741,Valid,H5,46050.0,Found,1956.0,35.9,-101.9,4.663229634542299
North West Forrest (E6),17007,Valid,EL6,4400.0,Found,1971.0,-30.6,127.81667,3.6434526765848907
Gao-Guenie,10854,Valid,H5,24.19,Fell,1960.0,11.65,-2.18333,1.383635886315351
Kerilis,12282,Valid,H5,5000.0,Fell,1874.0,48.4,-3.3,3.6989700044228777
Pillistfer,18822,Valid,EL6,23250.0,Fell,1863.0,58.66667,25.73333,4.3664229572446525
Pirapora,18833,Valid,"Iron, IIAB",6175.0,Found,1888.0,-17.3,-45.0,3.7906369620020346
Holland's Store,11896,Valid,"Iron, IIAB",12200.0,Found,1887.0,34.36667,-85.43333,4.086359830710347
Pesyanoe,18799,Valid,Aubrite,3393.0,Fell,1933.0,55.5,66.08333,3.530583859773115
Pohlitz,18853,Valid,L5,3000.0,Fell,1819.0,50.93333,12.13333,3.4771212548644272
Rush Creek,22786,Valid,L6,9300.0,Found,1938.0,38.61667,-102.71667,3.9684829486006334
Ikhrarene,12005,Valid,L4,5465.0,Found,1969.0,28.60417,1.04167,3.73759016636519
Bushnell,5180,Valid,H4,1240.0,Found,1939.0,41.23333,-103.9,3.0934216855124728
Iron Creek,12047,Valid,"Iron, IIIAB",175000.0,Found,1869.0,53.0,-112.0,5.243038048688776
Meerut,15469,Valid,H5,22.0,Fell,1861.0,29.01667,77.8,1.3424227005628642
Jonzac,12202,Valid,Eucrite-mmict,5000.0,Fell,1819.0,45.43333,-0.45,3.6989700044228777
Mulga (west),16849,Valid,C5/6-ung,169.2,Found,1971.0,-30.18333,126.36667,2.228400361269757
Madhipura,15379,Valid,L,1000.0,Fell,1950.0,25.91667,86.36667,3.0000000004342944
El Simbolar,7818,Valid,Iron,40000.0,Found,1938.0,-30.63333,-64.88333,4.60205999133882
Hale Center (no. 1),11477,Valid,L5,610.0,Found,1936.0,34.05,-101.75,2.785329835722725
Morristown,16750,Valid,Mesosiderite-A3,16300.0,Found,1887.0,36.2,-83.38333,4.212187604430602
Limerick,14652,Valid,H5,50000.0,Fell,1813.0,52.56667,-8.78333,4.698970004344705
Canton,5254,Valid,"Iron, IIIAB",7030.0,Found,1894.0,34.2,-84.48333,3.846955325081601
Newport,16962,Valid,"Pallasite, PMG",5600.0,Found,1923.0,35.6,-91.26667,3.748188027083753
Vigo Park,24175,Valid,L4,35.0,Found,1934.0,34.68333,-101.38333,1.5440680567586893
Landor,12458,Valid,Iron,9000.0,Found,1931.0,-25.66667,117.0,3.95424250948758
Pontlyfni,18865,Valid,Winonaite,157.0,Fell,1931.0,53.03639,-4.31944,2.195899655175441
Hayden Creek,11864,Valid,"Iron, IIIAB",270.0,Found,1895.0,45.0,-114.0,2.4313637657674856
Malotas,15397,Valid,H5,24.19,Fell,1931.0,-28.93333,-63.23333,1.383635886315351
Woodbine,24330,Valid,"Iron, IAB-ung",48200.0,Found,1953.0,42.34667,-90.1675,4.68304703824786
Kakowa,12231,Valid,L6,577.0,Fell,1858.0,45.13333,21.66667,2.7611758139084084
Kingfisher,12317,Valid,L5,8180.0,Found,1950.0,35.83333,-97.93333,3.9127533037244153
Franklin,10178,Valid,H5,9062.0,Found,1921.0,36.71667,-86.56667,3.957224057891092
Charsonville,5329,Valid,H6,27000.0,Fell,1810.0,47.93333,1.56667,4.431363764175073
Ehole,7774,Valid,H5,2400.0,Fell,1961.0,-17.3,15.83333,3.380211241892562
Carlton,5277,Valid,"Iron, IAB-sLM",81200.0,Found,1887.0,31.91667,-98.03333,4.909556029246524
Renca,22587,Valid,L5,300.0,Fell,1925.0,-32.75,-65.28333,2.477121256167311
Colfax,5402,Valid,"Iron, IAB-ung",2300.0,Found,1880.0,35.3,-81.73333,3.3617278362064167
Witklip Farm,24321,Valid,H5,22.0,Fell,1918.0,-26.0,30.0,1.3424227005628642
Cachiyuyal,5190,Valid,"Iron, IIIE",2500.0,Found,1874.0,-25.0,-69.5,3.3979400088457554
Shytal,23584,Valid,L6,3200.0,Fell,1863.0,24.33333,90.16667,3.505149978455623
Gifu,10914,Valid,L6,14290.0,Fell,1909.0,35.53333,136.88333,4.155032228821362
Bondoc,5103,Valid,Mesosiderite-B4,888600.0,Found,1956.0,13.51667,122.45,5.948706308905341
Seagraves,23469,Valid,H4,13000.0,Found,1962.0,32.93333,-102.58333,4.113943352340244
Motpena (b),16761,Valid,Chondrite-ung,304.0,Found,1972.0,-31.2,138.3,2.4828735850373542
Santa Cruz,23164,Valid,CM2,60.0,Fell,1939.0,24.16667,-99.33333,1.778151257621885
Auburn,4894,Valid,"Iron, IIG",3630.0,Found,1867.0,32.63333,-85.5,3.5599066251557527
Neenach,16938,Valid,L6,13800.0,Found,1948.0,34.8,-118.5,4.139879086432707
Bitburg,5062,Valid,"Iron, IAB complex",1500000.0,Found,1805.0,49.96667,6.53333,6.176091259055971
Hassi-Jekna,11852,Valid,"Iron, IAB-sHL",1250.0,Fell,1890.0,28.95,0.81667,3.096910013355492
Kaptal-Aryk,12253,Valid,L6,3500.0,Fell,1937.0,42.45,73.36667,3.5440680444743595
Oakley (stone),17973,Valid,H6,27700.0,Found,1895.0,38.95,-101.01667,4.442479769080127
Roosevelt County 042,22697,Valid,H5,32.6,Found,1969.0,34.08333,-103.51667,1.5132176133898554
al-Ghanim (iron),468,Valid,"Iron, IIIAB",500.0,Found,1960.0,19.83333,54.08333,2.698970005204608
Roosevelt County 043,22698,Valid,H4/5,52.1,Found,1969.0,34.08333,-103.61667,1.716837731635311
New Leipzig,16955,Valid,"Iron, IAB-MG",20000.0,Found,1936.0,46.36667,-101.95,4.301029995685696
Tuzla,24087,Valid,L6,236.0,Found,1920.0,44.01667,28.63333,2.3729120048103374
Ausson,4903,Valid,L5,50000.0,Fell,1858.0,43.08333,0.58333,4.698970004344705
Barntrup,4948,Valid,LL4,17.0,Fell,1886.0,52.0,9.1,1.2304489469250075
Patos de Minas (octahedrite),18114,Valid,"Iron, IAB complex",200000.0,Found,1925.0,-18.58333,-46.53333,5.301029995666153
Neptune Mountains,16944,Valid,"Iron, IAB complex",1070.0,Found,1964.0,-83.25,-55.0,3.029383778091092
Zabrodje,30380,Valid,L6,3000.0,Fell,1893.0,55.18333,27.91667,3.4771212548644272
Aumieres,4900,Valid,L6,2000.0,Fell,1842.0,44.33333,3.23333,3.3010299958811284
Grand Rapids,10955,Valid,"Iron, ungrouped",51700.0,Found,1883.0,42.96667,-85.76667,4.713490543102343
South Oman,23679,Valid,EH4/5,90.0,Found,1958.0,21.0,56.66667,1.954242514264819
Putinga,18905,Valid,L6,300000.0,Fell,1937.0,-29.03333,-53.05,5.47712125472111
Wellman (a),24237,Valid,H5,55000.0,Found,1940.0,33.03333,-102.33333,4.74036268950214
Butsura,5183,Valid,H6,29000.0,Fell,1861.0,27.08333,84.08333,4.462397997913932
Picote,18816,Valid,Stone-uncl,1915.0,Fell,1843.0,41.36667,-6.23333,3.2821687785314273
Rowena,22772,Valid,H6,34700.0,Found,1962.0,-29.8,148.63333,4.540329474803389
Hardwick,11828,Valid,L4,7800.0,Found,1937.0,43.8,-96.16667,3.892094602746159
Linwood,14657,Valid,"Iron, IAB-MG",46000.0,Found,1940.0,41.43333,-96.96667,4.662757831691016
Mokrousovo,16714,Valid,L/LL4/5,789.2,Found,1968.0,55.9,66.7,2.8971870771304506
Yurtuk,30378,Valid,Howardite,1472.0,Fell,1936.0,47.31667,35.36667,3.167907810296517
Mineo,16696,Valid,Pallasite,42.0,Fell,1826.0,37.28333,14.7,1.6232493007382451
Nejo,16941,Valid,L6,2450.0,Fell,1970.0,9.5,35.33333,3.3891660845417957
Adrian,388,Valid,H4,22600.0,Found,1936.0,35.15,-102.71667,4.354108439166618
Haven,11858,Valid,H6,6100.0,Found,1950.0,37.96417,-97.75583,3.7853298350819626
Rolla (d),22649,Valid,H,50.0,Found,1942.0,37.08333,-101.6,1.6989700130219083
St. Christophe-la-Chartreuse,23082,Valid,L6,5500.0,Fell,1841.0,46.95,-1.5,3.7403626895732067
Tjabe,24011,Valid,H6,20000.0,Fell,1869.0,-7.08333,111.53333,4.301029995685696
South Plains,23680,Valid,L5,4763.0,Found,1971.0,34.26667,-101.25,3.6778805816027713
Fuhe,52412,Valid,L5,23000.0,Fell,1945.0,31.47556,113.56694,4.361727836036475
Bath,4974,Valid,H4,21000.0,Fell,1892.0,45.41667,-98.31667,4.3222192947546
Mirzapur,16701,Valid,L5,8510.0,Fell,1910.0,25.68333,83.25,3.9299295601356214
